Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Moorabbin,15 Biscop Rd,2.0,h,1191000.0,S,C21,27/11/2016,14.6,3189,2.0,1.0,2.0,756.0,97.0,1950.0,Kingston City Council,-37.94,145.0449,Southern Metropolitan,2555
Caulfield South,136 Sycamore St,2.0,h,1262000.0,S,hockingstuart,16/04/2016,9.3,3162,4.0,2.0,2.0,464.0,272.0,2016.0,Glen Eira City Council,-37.8901,145.0224,Southern Metropolitan,5051
Glen Iris,34 Yeovil Rd,4.0,h,2850000.0,S,Jellis,7/11/2016,9.2,3146,4.0,3.0,2.0,1184.0,305.0,1935.0,Boroondara City Council,-37.8526,145.0848,Southern Metropolitan,10412
Deer Park,32 Kynoch St,4.0,h,,W,YPA,24/02/2018,14.8,3023,4.0,2.0,2.0,709.0,150.0,1950.0,Brimbank City Council,-37.76336,144.7725,Western Metropolitan,6388
Viewbank,81 Martins La,3.0,h,880000.0,SP,Buckingham,3/12/2016,13.8,3084,3.0,2.0,4.0,704.0,167.0,1970.0,Banyule City Council,-37.7327,145.0913,Eastern Metropolitan,2698
South Morang,26 Kingfisher Pl,4.0,h,730000.0,S,HAR,3/3/2018,20.5,3752,4.0,2.0,2.0,652.0,184.0,1995.0,Whittlesea City Council,-37.65766,145.09505,Northern Metropolitan,7969
Berwick,38 Bellevue Dr,3.0,h,530000.0,PI,C21,14/10/2017,35.2,3806,3.0,2.0,1.0,530.0,107.0,1996.0,Casey City Council,-38.05146,145.33143,Eastern Victoria,17093
Greensborough,5 Glenice St,3.0,h,740000.0,S,Darren,27/05/2017,16.1,3088,3.0,1.0,3.0,580.0,142.0,1962.0,Banyule City Council,-37.71536,145.10205,Northern Metropolitan,8524
Ascot Vale,73 Kent St,2.0,h,760000.0,PI,Nelson,27/06/2016,5.9,3032,,1.0,1.0,124.0,77.0,1900.0,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan,6567
Oakleigh South,16 Alleford St,3.0,h,875000.0,S,Buxton,4/3/2017,14.7,3167,3.0,2.0,1.0,258.0,105.0,1999.0,Kingston City Council,-37.9156,145.0879,South-Eastern Metropolitan,3692
Rowville,19 Ling Dr,4.0,h,920000.0,SP,Harcourts,24/02/2018,23.5,3178,4.0,2.0,2.0,727.0,218.0,1990.0,Knox City Council,-37.92628,145.24258999999998,South-Eastern Metropolitan,11667
Hadfield,148 West St,4.0,h,600500.0,S,YPA,10/9/2016,12.1,3046,4.0,2.0,1.0,462.0,161.0,1970.0,Moreland City Council,-37.7062,144.9387,Northern Metropolitan,2606
Point Cook,82 Yuruga Bvd,5.0,h,940000.0,S,LJ,7/10/2017,14.7,3030,5.0,2.0,2.0,529.0,320.0,2009.0,Wyndham City Council,-37.90486,144.7436,Western Metropolitan,15542
Brunswick,20 Downs St,5.0,h,1530000.0,S,Nelson,21/10/2017,5.2,3056,5.0,2.0,2.0,467.0,181.0,1915.0,Moreland City Council,-37.75607,144.95561999999998,Northern Metropolitan,11918
Taylors Lakes,2 Clifton Ct,5.0,h,780000.0,S,Barry,17/06/2017,15.5,3038,5.0,2.0,2.0,663.0,230.0,1996.0,Brimbank City Council,-37.694959999999995,144.79511000000002,Western Metropolitan,5336
Wantirna,30 Gresford Rd,4.0,h,1008000.0,SP,LLC,3/3/2018,14.7,3152,4.0,2.0,2.0,625.0,220.0,1980.0,Knox City Council,-37.84972,145.23531,Eastern Metropolitan,5424
Bentleigh East,4 Wingate St,4.0,h,1472500.0,S,hockingstuart,28/08/2016,13.9,3165,4.0,2.0,2.0,592.0,219.0,2013.0,Glen Eira City Council,-37.9351,145.0572,Southern Metropolitan,10969
Blackburn South,9 Adrian Av,3.0,h,1050000.0,PI,Fletchers,17/02/2018,13.4,3130,3.0,1.0,2.0,648.0,128.0,1970.0,Whitehorse City Council,-37.844770000000004,145.15582,Eastern Metropolitan,4387
Camberwell,8/1277 Toorak Rd,2.0,u,530000.0,PI,Ross,17/09/2016,7.8,3124,2.0,1.0,1.0,0.0,76.0,1960.0,Boroondara City Council,-37.8491,145.086,Southern Metropolitan,8920
Hampton,43 Fewster Rd,4.0,h,1250000.0,PI,Hodges,10/9/2016,13.7,3188,4.0,3.0,2.0,398.0,220.0,2014.0,Bayside City Council,-37.9381,145.0161,Southern Metropolitan,5454
Eltham,6 Orbel Ct,3.0,h,805000.0,S,Barry,1/7/2017,18.0,3095,3.0,2.0,0.0,848.0,127.0,1979.0,Banyule City Council,-37.70913,145.1647,Eastern Metropolitan,6990
Reservoir,1/104 Cheddar Rd,3.0,h,410000.0,S,hockingstuart,15/10/2016,11.2,3073,3.0,1.0,1.0,250.0,105.0,1960.0,Darebin City Council,-37.6974,145.0213,Northern Metropolitan,21650
South Morang,102 Vincent Dr,3.0,h,500000.0,SA,Harcourts,22/07/2017,20.5,3752,3.0,2.0,2.0,330.0,118.0,2008.0,Whittlesea City Council,-37.64027,145.08745,Northern Metropolitan,7969
Albanvale,35 Angelique Gr,3.0,h,506000.0,S,hockingstuart,19/08/2017,14.0,3021,3.0,1.0,2.0,544.0,120.0,1980.0,Brimbank City Council,-37.74965,144.77008999999998,Western Metropolitan,1899
Rosanna,27 Thomson Dr,4.0,h,890000.0,VB,Miles,14/05/2016,11.4,3084,4.0,3.0,2.0,583.0,182.0,1970.0,Banyule City Council,-37.733000000000004,145.0694,Eastern Metropolitan,3540
Ormond,10/21 Lillimur Rd,1.0,u,362000.0,SP,hockingstuart,26/07/2016,11.8,3204,1.0,1.0,1.0,0.0,44.0,2010.0,Glen Eira City Council,-37.9016,145.0414,Southern Metropolitan,3578
Sunshine West,147 Hilma St,3.0,h,560000.0,S,Barry,3/12/2016,13.5,3020,3.0,1.0,3.0,582.0,115.0,1970.0,Brimbank City Council,-37.7906,144.7929,Western Metropolitan,6763
Bulleen,57a Estelle St,5.0,h,,SN,Assisi,7/5/2016,11.8,3105,4.0,2.0,2.0,388.0,235.0,2014.0,Manningham City Council,-37.7791,145.0961,Eastern Metropolitan,4480
Newport,78 Anderson St,5.0,h,1680000.0,S,Williams,17/03/2018,6.2,3015,5.0,2.0,3.0,479.0,250.0,2015.0,Hobsons Bay City Council,-37.844559999999994,144.87458999999998,Western Metropolitan,5498
Epping,11 Grimwade Ct,3.0,h,540000.0,S,R&H,3/6/2017,19.6,3076,3.0,1.0,4.0,699.0,118.0,1988.0,Whittlesea City Council,-37.65105,145.04613,Northern Metropolitan,10926
Reservoir,89 Henty St,2.0,h,790000.0,S,Barry,25/02/2017,11.2,3073,2.0,1.0,1.0,585.0,97.0,1950.0,Darebin City Council,-37.719,144.9972,Northern Metropolitan,21650
Bayswater,1/20 Kumala Rd,2.0,u,520000.0,S,Ray,8/7/2017,23.2,3153,2.0,1.0,1.0,158.0,69.0,1975.0,Knox City Council,-37.845,145.25624,Eastern Metropolitan,5030
Balwyn,3/12 Brenbeal St,2.0,,730000.0,S,hockingstuart,28/08/2016,9.7,3103,,1.0,1.0,130.0,80.0,1960.0,Boroondara City Council,-37.812,145.0876,Southern Metropolitan,5682
Watsonia North,6 Damien Ct,4.0,h,806000.0,S,Barry,7/10/2017,14.5,3087,4.0,2.0,2.0,534.0,154.0,1990.0,Banyule City Council,-37.69368,145.08811,Northern Metropolitan,1442
Ashburton,48 Nicholas St,5.0,,1600000.0,S,Marshall,27/11/2016,11.0,3147,5.0,3.0,4.0,700.0,266.0,1950.0,Boroondara City Council,-37.8724,145.0758,Southern Metropolitan,3052
Mill Park,14 Malua Cr,3.0,h,726000.0,S,Love,15/07/2017,17.9,3082,3.0,2.0,2.0,615.0,132.0,1982.0,Whittlesea City Council,-37.67519,145.06201000000001,Northern Metropolitan,10529
Dandenong North,54 Neasham Dr,3.0,h,642500.0,S,Le,10/3/2018,24.7,3175,3.0,2.0,2.0,551.0,137.0,1970.0,Greater Dandenong City Council,-37.94526,145.19998999999999,South-Eastern Metropolitan,8322
Altona North,33 Carthy St,3.0,h,683000.0,S,FN,4/6/2016,11.1,3025,3.0,1.0,2.0,534.0,167.0,1967.0,Hobsons Bay City Council,-37.8284,144.8355,Western Metropolitan,5132
Mernda,6 Sapling Pl,5.0,h,745000.0,S,HAR,24/02/2018,25.9,3754,5.0,2.0,2.0,564.0,251.0,2010.0,Whittlesea City Council,-37.61247,145.08782,Northern Metropolitan,5812
Moonee Ponds,102 Waverley St,4.0,h,1270000.0,S,Jellis,8/7/2017,6.2,3039,4.0,1.0,3.0,478.0,152.0,1925.0,Moonee Valley City Council,-37.76421,144.90571,Western Metropolitan,6232
Templestowe Lower,3 Buller Tce,3.0,h,1211000.0,S,Philip,19/11/2016,13.8,3107,3.0,2.0,2.0,875.0,123.0,1970.0,Manningham City Council,-37.766999999999996,145.1097,Eastern Metropolitan,5420
Northcote,78 Bridge St,4.0,h,1650000.0,S,Nelson,30/07/2016,5.5,3070,4.0,1.0,1.0,382.0,168.0,1970.0,Darebin City Council,-37.7784,144.9959,Northern Metropolitan,11364
Werribee,20 Goegan St,3.0,h,545000.0,S,YPA,3/3/2018,14.7,3030,3.0,1.0,2.0,531.0,125.0,1975.0,Wyndham City Council,-37.90315,144.67115,Western Metropolitan,16166
Brunswick West,22 Henderson St,2.0,h,835000.0,VB,Nelson,15/07/2017,5.2,3055,2.0,1.0,1.0,207.0,77.0,1950.0,Moreland City Council,-37.762209999999996,144.94055,Northern Metropolitan,7082
Box Hill,6 Archibald St,3.0,h,4000000.0,VB,Lindellas,18/06/2016,13.1,3128,3.0,1.0,2.0,763.0,120.0,1945.0,Whitehorse City Council,-37.8166,145.1215,Eastern Metropolitan,4605
Footscray,39 Moore St,3.0,h,895000.0,PI,Burnham,29/04/2017,6.4,3011,3.0,1.0,2.0,272.0,106.0,1920.0,Maribyrnong City Council,-37.7977,144.904,Western Metropolitan,7570
Keilor East,24 Yallop Ct,4.0,h,735000.0,SP,Nelson,24/09/2016,12.8,3033,4.0,2.0,2.0,547.0,184.0,2000.0,Brimbank City Council,-37.7381,144.8554,Western Metropolitan,5629
Richmond,16 Yorkshire St,3.0,h,1400000.0,VB,Jellis,11/11/2017,2.4,3121,3.0,2.0,0.0,183.0,104.0,1900.0,Yarra City Council,-37.832,144.999,Northern Metropolitan,14949
Northcote,1/13 Kellett St,2.0,u,770000.0,S,Nelson,24/09/2016,5.5,3070,2.0,1.0,1.0,129.0,115.0,1975.0,Darebin City Council,-37.7668,145.0063,Northern Metropolitan,11364
Balaclava,16/109 Hotham St,2.0,u,600000.0,VB,Buxton,3/9/2017,6.4,3183,2.0,1.0,1.0,2283.0,85.0,1980.0,Port Phillip City Council,-37.870779999999996,144.99898000000002,Southern Metropolitan,2952
Essendon,50 Ogilvie St,3.0,h,1150000.0,S,Brad,16/09/2017,7.5,3040,3.0,1.0,2.0,658.0,183.0,1950.0,Moonee Valley City Council,-37.75009,144.89271000000002,Western Metropolitan,9264
Point Cook,18 Creswick Dr,4.0,h,765000.0,S,LJ,16/09/2017,14.7,3030,4.0,2.0,2.0,612.0,219.0,2004.0,Wyndham City Council,-37.88177,144.74221,Western Metropolitan,15542
Pascoe Vale,1 Sefton St,3.0,h,891000.0,S,Brad,21/10/2017,8.5,3044,3.0,1.0,1.0,557.0,113.0,1950.0,Moreland City Council,-37.72332,144.92673,Northern Metropolitan,7485
South Morang,18 Woodruff Rd,4.0,h,702000.0,S,Barry,17/03/2018,20.5,3752,4.0,2.0,2.0,714.0,245.0,2007.0,Whittlesea City Council,-37.62287,145.0906,Northern Metropolitan,7969
Flemington,8/300 Racecourse Rd,1.0,u,395000.0,SP,Nelson,25/02/2017,4.4,3031,1.0,1.0,1.0,818.0,50.0,1880.0,Melbourne City Council,-37.788000000000004,144.9306,Northern Metropolitan,3593
Point Cook,38 Yuruga Bvd,4.0,h,635000.0,S,hockingstuart,16/09/2017,14.7,3030,4.0,2.0,2.0,334.0,244.0,2000.0,Wyndham City Council,-37.905840000000005,144.74858,Western Metropolitan,15542
Murrumbeena,32 Leura St,2.0,h,861500.0,S,hockingstuart,24/09/2016,12.1,3163,2.0,2.0,1.0,293.0,125.0,2004.0,Glen Eira City Council,-37.9033,145.0727,Southern Metropolitan,4442
Surrey Hills,16 Banool Rd,3.0,h,1960000.0,S,Marshall,10/12/2016,11.2,3127,3.0,2.0,2.0,585.0,173.0,1930.0,Boroondara City Council,-37.8167,145.0924,Southern Metropolitan,5457
Springvale,1 Whiteside St,2.0,h,820000.0,SP,Le,17/02/2018,20.8,3171,2.0,1.0,2.0,650.0,94.0,1955.0,Greater Dandenong City Council,-37.93546,145.15451000000002,South-Eastern Metropolitan,7412
Surrey Hills,37 Newton St,5.0,h,2400000.0,VB,Fletchers,12/8/2017,10.2,3127,5.0,3.0,2.0,593.0,309.0,2016.0,Boroondara City Council,-37.831990000000005,145.10877,Southern Metropolitan,5457
Bentleigh East,14 Charles St,3.0,t,935000.0,S,hockingstuart,19/11/2016,13.9,3165,3.0,2.0,2.0,230.0,160.0,2012.0,Glen Eira City Council,-37.9179,145.0592,Southern Metropolitan,10969
Seddon,15 Pentland Pde,4.0,h,1201000.0,S,Village,10/12/2016,6.6,3011,4.0,2.0,1.0,299.0,158.0,1910.0,Maribyrnong City Council,-37.8087,144.8952,Western Metropolitan,2417
Fitzroy,116 Leicester St,2.0,h,800000.0,VB,Harrington,27/06/2016,1.6,3065,2.0,2.0,1.0,64.0,138.0,1995.0,Yarra City Council,-37.7956,144.9804,Northern Metropolitan,5825
Collingwood,2/60 Budd St,3.0,t,887500.0,S,Peter,22/05/2016,1.6,3066,3.0,2.0,1.0,81.0,82.0,2000.0,Yarra City Council,-37.7961,144.9874,Northern Metropolitan,4553
Pascoe Vale,10/43 Arndt Rd,2.0,u,427500.0,S,hockingstuart,20/05/2017,9.9,3044,2.0,1.0,1.0,134.0,75.0,1988.0,Moreland City Council,-37.7216,144.9292,Northern Metropolitan,7485
Ferntree Gully,18 Glenfern Rd,4.0,h,840000.0,SP,Stockdale,11/11/2017,24.8,3156,4.0,3.0,2.0,737.0,208.0,1950.0,Knox City Council,-37.8909,145.2891,Eastern Metropolitan,10788
Yallambie,36 Longacres Rd,4.0,h,953000.0,S,Fletchers,15/10/2016,15.0,3085,4.0,2.0,2.0,551.0,150.0,1997.0,Banyule City Council,-37.7302,145.0883,Northern Metropolitan,1369
Alphington,24 Ross St,3.0,h,1550000.0,VB,Miles,14/10/2017,5.7,3078,3.0,1.0,2.0,595.0,132.0,1940.0,Darebin City Council,-37.77112,145.02893,Northern Metropolitan,2211
Craigieburn,27 Kensley Cct,4.0,h,492000.0,S,Ray,24/06/2017,20.6,3064,4.0,2.0,2.0,479.0,166.0,2009.0,Hume City Council,-37.57005,144.91908999999998,Northern Metropolitan,15510
Keilor Park,31 Swan St,3.0,h,720000.0,S,Nelson,8/10/2016,14.5,3042,3.0,1.0,1.0,696.0,132.0,1975.0,Brimbank City Council,-37.725,144.8586,Western Metropolitan,1119
Coburg,37a Anketell St,3.0,h,,SN,Barry,24/09/2016,7.8,3058,3.0,1.0,1.0,223.0,127.0,1995.0,Darebin City Council,-37.7454,144.9571,Northern Metropolitan,11204
Ferntree Gully,4 Parklands Cl,3.0,h,797000.0,S,Schroeder,9/9/2017,24.8,3156,3.0,2.0,1.0,626.0,145.0,1995.0,Knox City Council,-37.89555,145.27625,Eastern Metropolitan,10788
Coburg North,7 Manly Ct,3.0,h,700000.0,S,Nelson,7/5/2016,9.2,3058,3.0,1.0,2.0,626.0,108.0,1950.0,Darebin City Council,-37.7201,144.9696,Northern Metropolitan,3445
Sunshine North,32 Cumberland St,3.0,h,770000.0,S,Douglas,9/9/2017,10.5,3020,3.0,1.0,2.0,608.0,130.0,1960.0,Brimbank City Council,-37.77388,144.84368999999998,Western Metropolitan,4217
Greensborough,57 Henry St,3.0,h,808000.0,S,Buckingham,17/03/2018,16.1,3088,3.0,1.0,2.0,581.0,120.0,1970.0,Banyule City Council,-37.716359999999995,145.10116000000002,Northern Metropolitan,8524
Glenroy,65 Farview St,3.0,h,762700.0,SP,Stockdale,25/02/2017,13.0,3046,3.0,1.0,4.0,597.0,100.0,1960.0,Moreland City Council,-37.7097,144.9351,Northern Metropolitan,8870
Mernda,6 Shura Dr,4.0,h,610000.0,SP,LITTLE,10/3/2018,25.9,3754,4.0,2.0,2.0,448.0,148.0,2016.0,Whittlesea City Council,-37.59945,145.06712,Northern Metropolitan,5812
Greensborough,54 Warralong Av,3.0,h,896000.0,S,Fletchers,15/07/2017,16.1,3088,3.0,2.0,1.0,653.0,130.0,1970.0,Banyule City Council,-37.71846,145.09689,Northern Metropolitan,8524
Northcote,6 Clarke St,3.0,h,1050000.0,SP,Nelson,15/10/2016,5.5,3070,3.0,1.0,0.0,158.0,106.0,1910.0,Darebin City Council,-37.7756,144.9891,Northern Metropolitan,11364
Delahey,4 Adina Pl,3.0,h,607500.0,S,One,23/09/2017,18.0,3037,3.0,2.0,2.0,528.0,142.0,2000.0,Brimbank City Council,-37.71046,144.77043,Western Metropolitan,2898
Malvern,3/197 Wattletree Rd,5.0,h,2325000.0,S,Marshall,25/02/2017,7.4,3144,5.0,3.0,2.0,501.0,233.0,2006.0,Stonnington City Council,-37.8631,145.0353,Southern Metropolitan,4675
Prahran,30 Chatsworth Rd,3.0,h,1960000.0,S,Jellis,28/10/2017,4.6,3181,3.0,1.0,1.0,309.0,121.0,1900.0,Stonnington City Council,-37.852129999999995,145.00683,Southern Metropolitan,7717
Maribyrnong,26 Oakland St,4.0,h,1765000.0,S,Rendina,28/10/2017,4.3,3032,4.0,3.0,3.0,669.0,223.0,1910.0,Maribyrnong City Council,-37.77008,144.89428,Western Metropolitan,4918
Surrey Hills,22b Essex Rd,4.0,h,2200000.0,S,Jellis,7/5/2016,11.2,3127,4.0,2.0,2.0,734.0,272.0,1920.0,Boroondara City Council,-37.8286,145.092,Southern Metropolitan,5457
Hawthorn,63 Liddiard St,4.0,h,2900000.0,S,Jellis,1/7/2017,5.3,3122,4.0,1.0,3.0,636.0,156.0,1890.0,Boroondara City Council,-37.819309999999994,145.04107,Southern Metropolitan,11308
Armadale,39 Llaneast St,3.0,h,1895000.0,S,Marshall,14/10/2017,6.3,3143,3.0,1.0,2.0,387.0,136.0,1915.0,Stonnington City Council,-37.861059999999995,145.02513000000002,Southern Metropolitan,4836
Windsor,53 Raleigh St,2.0,h,1177500.0,S,Biggin,17/02/2018,4.6,3181,2.0,1.0,,164.0,108.0,1880.0,Port Phillip City Council,-37.85235,144.98723,Southern Metropolitan,4380
Seddon,58 Station Rd,3.0,h,1330000.0,S,Sweeney,7/11/2016,6.6,3011,3.0,3.0,2.0,168.0,187.0,2012.0,Maribyrnong City Council,-37.8066,144.887,Western Metropolitan,2417
Newport,153 Mason St,3.0,h,950000.0,S,Jas,16/07/2016,8.4,3015,3.0,1.0,2.0,453.0,145.0,1950.0,Hobsons Bay City Council,-37.8414,144.8707,Western Metropolitan,5498
Blackburn South,14 Indra Rd,3.0,h,1264000.0,S,Noel,24/06/2017,13.4,3130,3.0,1.0,2.0,579.0,126.0,1960.0,Whitehorse City Council,-37.83831,145.13985,Eastern Metropolitan,4387
Scoresby,17 Walsh Av,4.0,h,1120000.0,S,Noel,22/07/2017,22.2,3179,4.0,2.0,2.0,960.0,179.0,1985.0,Knox City Council,-37.889920000000004,145.22123,Eastern Metropolitan,2206
Richmond,6/25 River St,2.0,u,795250.0,S,hockingstuart,3/9/2016,2.6,3121,2.0,1.0,2.0,0.0,85.0,1997.0,Yarra City Council,-37.8164,145.0136,Northern Metropolitan,14949
Heidelberg West,6 Setani Cr,2.0,h,761000.0,PI,Jellis,21/10/2017,8.8,3081,2.0,1.0,0.0,589.0,95.0,1950.0,Banyule City Council,-37.73837,145.04755,Eastern Metropolitan,2674
Mitcham,15 Tirana St,3.0,h,1237000.0,S,Noel,9/9/2017,17.2,3132,3.0,2.0,2.0,534.0,187.0,1970.0,Whitehorse City Council,-37.810590000000005,145.18975,Eastern Metropolitan,6871
Gowanbrae,31 Seggan Cir,3.0,t,532000.0,S,Nelson,3/9/2016,13.6,3043,3.0,2.0,1.0,149.0,19.0,2005.0,Moreland City Council,-37.7068,144.8963,Western Metropolitan,1071
Bentleigh East,23 York St,4.0,h,1035000.0,PI,First,16/04/2016,13.9,3165,3.0,,2.0,610.0,160.0,1950.0,Glen Eira City Council,-37.9193,145.0691,Southern Metropolitan,10969
Essendon,3/23 Daisy St,1.0,u,320500.0,S,Nelson,17/09/2016,8.0,3040,1.0,1.0,1.0,0.0,52.0,1970.0,Moonee Valley City Council,-37.7547,144.9107,Western Metropolitan,9264
Bentleigh East,2/10 Matthews Rd,2.0,u,485000.0,SP,Buxton,22/05/2016,13.9,3165,2.0,2.0,2.0,0.0,83.0,2011.0,Glen Eira City Council,-37.9292,145.0708,Southern Metropolitan,10969
Moonee Ponds,50 Wilson St,4.0,h,1211000.0,S,Nelson,10/9/2016,6.9,3039,3.0,1.0,3.0,477.0,146.0,1910.0,Moonee Valley City Council,-37.7632,144.9292,Western Metropolitan,6232
Port Melbourne,467 Bay St,2.0,h,1000000.0,S,Marshall,4/6/2016,3.8,3207,2.0,2.0,0.0,96.0,108.0,1890.0,Melbourne City Council,-37.8327,144.9474,Southern Metropolitan,8648
Carnegie,10/12 St Huberts Rd,1.0,u,350000.0,S,hockingstuart,19/11/2016,11.4,3163,1.0,1.0,1.0,0.0,53.0,1980.0,Glen Eira City Council,-37.8894,145.0508,Southern Metropolitan,7822
Reservoir,13 Crawley St,4.0,h,1015000.0,S,Barry,8/10/2016,11.2,3073,4.0,1.0,1.0,518.0,135.0,1920.0,Darebin City Council,-37.726,145.0044,Northern Metropolitan,21650
Fitzroy,113/300 Young St,1.0,u,465000.0,SP,Jellis,19/11/2016,1.6,3065,1.0,1.0,1.0,0.0,52.0,2011.0,Yarra City Council,-37.7974,144.9799,Northern Metropolitan,5825
Fitzroy North,5/35 Jamieson St,3.0,t,1015000.0,S,Collins,8/10/2016,3.5,3068,3.0,2.0,1.0,112.0,145.0,2000.0,Moreland City Council,-37.7912,144.9825,Northern Metropolitan,6244
Richmond,6 Berry St,2.0,h,900000.0,PI,hockingstuart,10/12/2016,2.6,3121,2.0,1.0,0.0,95.0,63.0,1900.0,Yarra City Council,-37.8193,144.9976,Northern Metropolitan,14949
Maidstone,48/48 Eucalyptus Dr,2.0,u,349000.0,PI,hockingstuart,16/04/2016,9.2,3012,2.0,1.0,1.0,0.0,69.0,2011.0,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan,3873
Preston,61 Dundas St,3.0,h,910000.0,SP,Nelson,26/08/2017,8.4,3072,3.0,1.0,2.0,276.0,96.0,1965.0,Darebin City Council,-37.75277,145.00734,Northern Metropolitan,14577
Moonee Ponds,43 Chaucer St,3.0,h,1440000.0,S,Nelson,4/3/2017,6.9,3039,3.0,2.0,1.0,287.0,196.0,1880.0,Moonee Valley City Council,-37.7698,144.9214,Western Metropolitan,6232
Balwyn,6/10 Brenbeal St,2.0,u,625000.0,PI,Jellis,13/08/2016,9.7,3103,2.0,1.0,1.0,115.0,104.0,1960.0,Boroondara City Council,-37.8122,145.0879,Southern Metropolitan,5682
Carnegie,22A Mernda Av,3.0,h,1508000.0,S,Ray,16/09/2017,10.1,3163,3.0,2.0,2.0,338.0,147.0,2011.0,Glen Eira City Council,-37.89235,145.04953999999998,Southern Metropolitan,7822
Hampton,24 Gordon St,5.0,h,4500000.0,VB,Marshall,18/11/2017,13.8,3188,5.0,2.0,4.0,1088.0,324.0,1990.0,Bayside City Council,-37.9304,144.9973,Southern Metropolitan,5454
Glenroy,4/10 Gladstone Pde,2.0,u,565000.0,SP,Nelson,12/8/2017,11.2,3046,2.0,1.0,2.0,193.0,105.0,1995.0,Moreland City Council,-37.70612,144.9144,Northern Metropolitan,8870
Preston,39 William St,3.0,h,972500.0,S,Nelson,3/6/2017,8.4,3072,3.0,1.0,1.0,448.0,103.0,1930.0,Darebin City Council,-37.734429999999996,145.00201,Northern Metropolitan,14577
Coburg,265 Bell St,2.0,h,700000.0,VB,Nelson,28/05/2016,7.8,3058,2.0,1.0,2.0,381.0,92.0,1925.0,Darebin City Council,-37.74,144.9516,Northern Metropolitan,11204
Brunswick West,9/39 Heller St,1.0,u,330000.0,S,hockingstuart/Advantage,22/05/2016,5.9,3055,1.0,1.0,1.0,0.0,42.0,1970.0,Moreland City Council,-37.7748,144.9483,Northern Metropolitan,7082
Brighton,2/422 St Kilda St,3.0,t,1475000.0,PI,Buxton,7/11/2016,11.2,3186,3.0,2.0,2.0,345.0,163.0,2000.0,Bayside City Council,-37.8943,144.9907,Southern Metropolitan,10579
Point Cook,3 Ivory Av,4.0,h,640000.0,PI,hockingstuart,10/3/2018,14.7,3030,4.0,2.0,2.0,448.0,180.0,2010.0,Wyndham City Council,-37.91013,144.74066000000002,Western Metropolitan,15542
Carnegie,15/225 Koornang Rd,2.0,u,468250.0,S,Ray,28/08/2016,11.4,3163,2.0,1.0,1.0,912.0,75.0,2008.0,Glen Eira City Council,-37.8936,145.056,Southern Metropolitan,7822
Coburg,34 Soudan St,2.0,h,996000.0,S,Nelson,29/07/2017,6.7,3058,2.0,1.0,1.0,476.0,97.0,1930.0,Darebin City Council,-37.73883,144.95321,Northern Metropolitan,11204
Windsor,7b Nathan Pl,3.0,h,1540000.0,S,Biggin,7/11/2016,5.1,3181,3.0,2.0,1.0,138.0,147.0,2000.0,Port Phillip City Council,-37.8556,144.995,Southern Metropolitan,4380
Glen Iris,56 Brandon St,3.0,h,1820000.0,S,Jellis,12/11/2016,9.2,3146,3.0,1.0,3.0,650.0,136.0,1930.0,Boroondara City Council,-37.8571,145.0766,Southern Metropolitan,10412
Balwyn,54 Northcote Av,4.0,h,2360000.0,S,Fletchers,12/8/2017,7.9,3103,4.0,3.0,2.0,848.0,214.0,1926.0,Boroondara City Council,-37.81462,145.08776,Southern Metropolitan,5682
Albert Park,13/52 Moubray St,1.0,u,442500.0,S,Marshall,25/02/2017,3.3,3206,1.0,1.0,0.0,0.0,34.0,1970.0,Port Phillip City Council,-37.8421,144.9517,Southern Metropolitan,3280
Viewbank,10/86 Graham Rd,2.0,u,546000.0,S,Miles,12/11/2016,13.8,3084,2.0,1.0,1.0,177.0,100.0,1975.0,Banyule City Council,-37.7388,145.08100000000002,Eastern Metropolitan,2698
Keilor Downs,4 Nandeen Ct,4.0,h,590000.0,VB,Brad,15/07/2017,15.5,3038,4.0,2.0,2.0,757.0,152.0,1980.0,Brimbank City Council,-37.72483,144.8143,Western Metropolitan,3656
Glen Huntly,8 Augusta St,3.0,h,1330000.0,S,Woodards,10/9/2016,10.4,3163,3.0,2.0,1.0,295.0,176.0,1930.0,Glen Eira City Council,-37.8904,145.0387,Southern Metropolitan,2403
Avondale Heights,24 Doyle St,3.0,h,750000.0,SP,Moonee,17/06/2017,9.5,3034,3.0,1.0,1.0,585.0,30.0,1965.0,Moonee Valley City Council,-37.759859999999996,144.85886000000002,Western Metropolitan,4502
Maidstone,10 Thomson St,3.0,h,832000.0,SP,Sweeney,12/11/2016,9.2,3012,3.0,1.0,2.0,300.0,125.0,1950.0,Maribyrnong City Council,-37.7896,144.8752,Western Metropolitan,3873
Aberfeldie,8/257 Buckley St,2.0,u,470000.0,S,Brad,7/5/2016,9.1,3040,2.0,1.0,1.0,976.0,71.0,2000.0,Moonee Valley City Council,-37.7557,144.9037,Western Metropolitan,1543
Werribee,37 Shaws Rd,4.0,h,568750.0,S,Greg,21/10/2017,14.7,3030,4.0,2.0,3.0,720.0,,1985.0,Wyndham City Council,-37.88823,144.64691000000002,Western Metropolitan,16166
